page_title	query_id	query_text
Coastal erosion	query_1324	Coastal erosion / Factors that influence erosion rates / Primary factors
Coastal erosion	query_1325	Coastal erosion / Factors that influence erosion rates / Secondary factors
Coastal erosion	query_1326	Coastal erosion / Factors that influence erosion rates / Tertiary factors
Coastal erosion	query_1327	Coastal erosion / Coastal Erosion Control Strategies
Coastal erosion	query_1328	Coastal erosion / Coastal Erosion Control Strategies / Hard-erosion controls
Coastal erosion	query_1329	Coastal erosion / Coastal Erosion Control Strategies / Soft-erosion controls
Coastal erosion	query_1330	Coastal erosion / Coastal Erosion Control Strategies / Relocation
Coastal erosion	query_1331	Coastal erosion / Tracking
Yogurt	query_1332	Yogurt / Etymology and spelling
Yogurt	query_1333	Yogurt / History
Yogurt	query_1334	Yogurt / Nutrition and health
Yogurt	query_1335	Yogurt / Varieties and presentation
Yogurt	query_1336	Yogurt / Varieties and presentation / Sweetened and flavored yogurt
Yogurt	query_1337	Yogurt / Varieties and presentation / Strained yogurt
Yogurt	query_1338	Yogurt / Varieties and presentation / Beverages
Yogurt	query_1339	Yogurt / Plant-milk yogurt
Yogurt	query_1340	Yogurt / Making yogurt at home
Atmospheric sciences	query_1341	Atmospheric sciences / Atmospheric chemistry
Atmospheric sciences	query_1342	Atmospheric sciences / Atmospheric dynamics
Atmospheric sciences	query_1343	Atmospheric sciences / Atmospheric physics
Atmospheric sciences	query_1344	Atmospheric sciences / Climatology
Atmospheric sciences	query_1345	Atmospheric sciences / Atmospheres on other celestial bodies
Business cycle	query_1346	Business cycle / History
Business cycle	query_1347	Business cycle / History / Theory
Business cycle	query_1348	Business cycle / History / Classification by periods
Business cycle	query_1349	Business cycle / History / Occurrence
Business cycle	query_1350	Business cycle / Identifying
Business cycle	query_1351	Business cycle / Identifying / Upper turning points of business cycle, commodity prices and freight rates
Business cycle	query_1352	Business cycle / Identifying / Spectral analysis of business cycles
Business cycle	query_1353	Business cycle / Identifying / Cycles or fluctuations?
Business cycle	query_1354	Business cycle / Proposed explanations
Business cycle	query_1355	Business cycle / Proposed explanations / Exogenous vs. endogenous
Business cycle	query_1356	Business cycle / Proposed explanations / Keynesian
Business cycle	query_1357	Business cycle / Proposed explanations / Credit/debt cycle
Business cycle	query_1358	Business cycle / Proposed explanations / Real business cycle theory
Business cycle	query_1359	Business cycle / Proposed explanations / Politically based business cycle
Business cycle	query_1360	Business cycle / Proposed explanations / Marxian economics
Business cycle	query_1361	Business cycle / Proposed explanations / Austrian School
Business cycle	query_1362	Business cycle / Proposed explanations / Yield curve
Business cycle	query_1363	Business cycle / Proposed explanations / Georgism
Business cycle	query_1364	Business cycle / Mitigating an economic downturn
Amphiprioninae	query_1365	Amphiprioninae / Distribution and habitats
Amphiprioninae	query_1366	Amphiprioninae / Diet
Amphiprioninae	query_1367	Amphiprioninae / Symbiosis and mutualism
Amphiprioninae	query_1368	Amphiprioninae / Reproduction
Amphiprioninae	query_1369	Amphiprioninae / Parental investment
Amphiprioninae	query_1370	Amphiprioninae / In the aquarium
Amphiprioninae	query_1371	Amphiprioninae / Taxonomy
Amphiprioninae	query_1372	Amphiprioninae / In popular culture
Halva	query_1373	Halva / Etymology
Halva	query_1374	Halva / Types
Halva	query_1375	Halva / Types / Flour-based
Halva	query_1376	Halva / Types / Flour-based / Semolina (suji)
Halva	query_1377	Halva / Types / Flour-based / Cornstarch
Halva	query_1378	Halva / Types / Flour-based / Rice flour
Halva	query_1379	Halva / Types / Nut butter–based
Halva	query_1380	Halva / Types / Nut butter–based / Sesame
Halva	query_1381	Halva / Types / Nut butter–based / Sunflower
Halva	query_1382	Halva / Cultural use
Halva	query_1383	Halva / Cultural use / Albania
Halva	query_1384	Halva / Cultural use / Argentina
Halva	query_1385	Halva / Cultural use / Bahrain
Halva	query_1386	Halva / Cultural use / Bangladesh
Halva	query_1387	Halva / Cultural use / Bosnia and Herzegovina
Halva	query_1388	Halva / Cultural use / Brazil
Halva	query_1389	Halva / Cultural use / Bulgaria
Halva	query_1390	Halva / Cultural use / Croatia
Halva	query_1391	Halva / Cultural use / Egypt
Halva	query_1392	Halva / Cultural use / Greece and Cyprus
Halva	query_1393	Halva / Cultural use / India
Halva	query_1394	Halva / Cultural use / Iran
Halva	query_1395	Halva / Cultural use / Israel
Halva	query_1396	Halva / Cultural use / Lebanon, Syria, Iraq, Jordan, and Palestine
Halva	query_1397	Halva / Cultural use / Libya and Tunisia
Halva	query_1398	Halva / Cultural use / Lithuania, Latvia, Estonia
Halva	query_1399	Halva / Cultural use / Republic of Macedonia
Halva	query_1400	Halva / Cultural use / Malta
Halva	query_1401	Halva / Cultural use / Myanmar
Halva	query_1402	Halva / Cultural use / Oman
Halva	query_1403	Halva / Cultural use / Pakistan
Halva	query_1404	Halva / Cultural use / Poland
Halva	query_1405	Halva / Cultural use / Romania and Moldova
Halva	query_1406	Halva / Cultural use / Russia and Belarus
Halva	query_1407	Halva / Cultural use / Serbia
Halva	query_1408	Halva / Cultural use / Slovenia
Halva	query_1409	Halva / Cultural use / Somalia
Halva	query_1410	Halva / Cultural use / Sri Lanka
Halva	query_1411	Halva / Cultural use / Tajikistan and Uzbekistan
Halva	query_1412	Halva / Cultural use / Turkey
Halva	query_1413	Halva / Cultural use / Ukraine
Halva	query_1414	Halva / Cultural use / United States
Halva	query_1415	Halva / Cultural references
Legionella	query_1416	Legionella / Detection
Legionella	query_1417	Legionella / Pathogenesis
Legionella	query_1418	Legionella / Pathogenesis / Sources of Legionella
Legionella	query_1419	Legionella / Pathogenesis / Airborne transmission from cooling towers
Legionella	query_1420	Legionella / Pathogenesis / Vaccine research
Legionella	query_1421	Legionella / Molecular biology
Legionella	query_1422	Legionella / Legionella control
Legionella	query_1423	Legionella / Legionella control / Chlorine
Legionella	query_1424	Legionella / Legionella control / Copper-silver (CuAg) ionization
Legionella	query_1425	Legionella / Legionella control / Chlorine dioxide
Legionella	query_1426	Legionella / Legionella control / Moist heat sterilization
Legionella	query_1427	Legionella / Legionella control / European standards
Legionella	query_1428	Legionella / Weaponization
Irritable bowel syndrome	query_1429	Irritable bowel syndrome / Classification
Irritable bowel syndrome	query_1430	Irritable bowel syndrome / Signs and symptoms
Irritable bowel syndrome	query_1431	Irritable bowel syndrome / Cause
Irritable bowel syndrome	query_1432	Irritable bowel syndrome / Cause / Post-infectious
Irritable bowel syndrome	query_1433	Irritable bowel syndrome / Cause / Stress
Irritable bowel syndrome	query_1434	Irritable bowel syndrome / Cause / Bacteria
Irritable bowel syndrome	query_1435	Irritable bowel syndrome / Cause / Fungus
Irritable bowel syndrome	query_1436	Irritable bowel syndrome / Cause / Protozoa
Irritable bowel syndrome	query_1437	Irritable bowel syndrome / Mechanism
Irritable bowel syndrome	query_1438	Irritable bowel syndrome / Diagnosis
Irritable bowel syndrome	query_1439	Irritable bowel syndrome / Diagnosis / Differential diagnosis
Irritable bowel syndrome	query_1440	Irritable bowel syndrome / Diagnosis / Investigations
Irritable bowel syndrome	query_1441	Irritable bowel syndrome / Diagnosis / Misdiagnosis
Irritable bowel syndrome	query_1442	Irritable bowel syndrome / Diagnosis / Comorbidities
Irritable bowel syndrome	query_1443	Irritable bowel syndrome / Management
Irritable bowel syndrome	query_1444	Irritable bowel syndrome / Management / Diet
Irritable bowel syndrome	query_1445	Irritable bowel syndrome / Management / Diet / FODMAPs diet
Irritable bowel syndrome	query_1446	Irritable bowel syndrome / Management / Diet / Fiber
Irritable bowel syndrome	query_1447	Irritable bowel syndrome / Management / Medication
Irritable bowel syndrome	query_1448	Irritable bowel syndrome / Management / Medication / Laxatives
Irritable bowel syndrome	query_1449	Irritable bowel syndrome / Management / Medication / Antispasmodics
Irritable bowel syndrome	query_1450	Irritable bowel syndrome / Management / Medication / Discontinuation of proton pump inhibitors
Irritable bowel syndrome	query_1451	Irritable bowel syndrome / Management / Medication / Tricyclic antidepressants
Irritable bowel syndrome	query_1452	Irritable bowel syndrome / Management / Medication / Serotonin agonists
Irritable bowel syndrome	query_1453	Irritable bowel syndrome / Management / Medication / Serotonin antagonists
Irritable bowel syndrome	query_1454	Irritable bowel syndrome / Management / Medication / Other agents
Irritable bowel syndrome	query_1455	Irritable bowel syndrome / Management / Medication / SIBO therapy
Irritable bowel syndrome	query_1456	Irritable bowel syndrome / Management / Psychological therapies
Irritable bowel syndrome	query_1457	Irritable bowel syndrome / Management / Stress relief
Irritable bowel syndrome	query_1458	Irritable bowel syndrome / Management / Stress relief / Probiotics
Irritable bowel syndrome	query_1459	Irritable bowel syndrome / Management / Stress relief / Herbal remedies
Irritable bowel syndrome	query_1460	Irritable bowel syndrome / Management / Stress relief / Yoga
Irritable bowel syndrome	query_1461	Irritable bowel syndrome / Management / Stress relief / Acupuncture
Irritable bowel syndrome	query_1462	Irritable bowel syndrome / Epidemiology
Irritable bowel syndrome	query_1463	Irritable bowel syndrome / Epidemiology / Gender
Irritable bowel syndrome	query_1464	Irritable bowel syndrome / History
Irritable bowel syndrome	query_1465	Irritable bowel syndrome / Economics
Irritable bowel syndrome	query_1466	Irritable bowel syndrome / Economics / United States
Irritable bowel syndrome	query_1467	Irritable bowel syndrome / Research
Conservation biology	query_1468	Conservation biology / Origination of Conservation Biology
Conservation biology	query_1469	Conservation biology / Description
Conservation biology	query_1470	Conservation biology / History
Conservation biology	query_1471	Conservation biology / History / Natural resource conservation
Conservation biology	query_1472	Conservation biology / History / Early naturalists
Conservation biology	query_1473	Conservation biology / History / Conservation movement
Conservation biology	query_1474	Conservation biology / History / Global conservation efforts
Conservation biology	query_1475	Conservation biology / Concepts and foundations
Conservation biology	query_1476	Conservation biology / Concepts and foundations / Measuring extinction rates
Conservation biology	query_1477	Conservation biology / Concepts and foundations / Systematic conservation planning
Conservation biology	query_1478	Conservation biology / Concepts and foundations / Conservation physiology: a mechanistic approach to conservation
Conservation biology	query_1479	Conservation biology / Concepts and foundations / Conservation biology as a profession
Conservation biology	query_1480	Conservation biology / Concepts and foundations / Approaches
Conservation biology	query_1481	Conservation biology / Concepts and foundations / Ethics and values
Conservation biology	query_1482	Conservation biology / Concepts and foundations / Conservation priorities
Conservation biology	query_1483	Conservation biology / Concepts and foundations / Economic values and natural capital
Conservation biology	query_1484	Conservation biology / Concepts and foundations / Strategic species concepts
Conservation biology	query_1485	Conservation biology / Concepts and foundations / Strategic species concepts / Keystone species
Conservation biology	query_1486	Conservation biology / Concepts and foundations / Strategic species concepts / Indicator species
Conservation biology	query_1487	Conservation biology / Concepts and foundations / Strategic species concepts / Umbrella and flagship species
Conservation biology	query_1488	Conservation biology / Context and trends
Conservation biology	query_1489	Conservation biology / Context and trends / Holocene extinction
Conservation biology	query_1490	Conservation biology / Context and trends / Status of oceans and reefs
Conservation biology	query_1491	Conservation biology / Context and trends / Groups other than vertebrates
Conservation biology	query_1492	Conservation biology / Context and trends / Conservation biology of parasites
Conservation biology	query_1493	Conservation biology / Context and trends / Threats to biodiversity
Food security	query_1494	Food security / Measurement
Food security	query_1495	Food security / Rates
Food security	query_1496	Food security / History
Food security	query_1497	Food security / History / 2007-08 crisis
Food security	query_1498	Food security / Food security in the US
Food security	query_1499	Food security / Food security in the US / Feed the Future
Food security	query_1500	Food security / World Summit on Food Security
Food security	query_1501	Food security / Pillars of food security
Food security	query_1502	Food security / Pillars of food security / Availability
Food security	query_1503	Food security / Pillars of food security / Access
Food security	query_1504	Food security / Pillars of food security / Utilization
Food security	query_1505	Food security / Pillars of food security / Stability
Food security	query_1506	Food security / Effects of food insecurity
Food security	query_1507	Food security / Effects of food insecurity / Stunting and chronic nutritional deficiencies
Food security	query_1508	Food security / Challenges to achieving food security
Food security	query_1509	Food security / Challenges to achieving food security / Global water crisis
Food security	query_1510	Food security / Challenges to achieving food security / Land degradation
Food security	query_1511	Food security / Challenges to achieving food security / Climate change
Food security	query_1512	Food security / Challenges to achieving food security / Agricultural diseases
Food security	query_1513	Food security / Challenges to achieving food security / Dictatorship and kleptocracy
Food security	query_1514	Food security / Challenges to achieving food security / Food sovereignty
Food security	query_1515	Food security / Risks to food security
Food security	query_1516	Food security / Risks to food security / Population growth
Food security	query_1517	Food security / Risks to food security / Fossil fuel dependence
Food security	query_1518	Food security / Risks to food security / Homogeneity in the global food supply
Food security	query_1519	Food security / Risks to food security / Price setting
Food security	query_1520	Food security / Risks to food security / Land use change
Food security	query_1521	Food security / Risks to food security / Global catastrophic risks
Food security	query_1522	Food security / Children and food security
Food security	query_1523	Food security / Gender and food security
Food security	query_1524	Food security / Use of genetically modified (GM) crops
Food security	query_1525	Food security / Use of genetically modified (GM) crops / Opposition to GM crops
Food security	query_1526	Food security / Use of genetically modified (GM) crops / Support of GM crops
Food security	query_1527	Food security / Approaches
Food security	query_1528	Food security / Approaches / By the United Nations
Food security	query_1529	Food security / Approaches / By the United Nations / By the Food and Agriculture Organization
Food security	query_1530	Food security / Approaches / By the United Nations / By the World Food Programme
Food security	query_1531	Food security / Approaches / Global partnerships to achieve food security and end hunger
Food security	query_1532	Food security / Approaches / By the United States Agency for International Development
Food security	query_1533	Food security / Approaches / Improving agricultural productivity to benefit the rural poor
Food security	query_1534	Food security / Approaches / Producing food without agriculture
Food security	query_1535	Food security / Approaches / Large-scale food stockpiling
Food security	query_1536	Food security / Approaches / Agricultural insurances
Food security	query_1537	Food security / Criticism
Drowning	query_1538	Drowning / Signs and symptoms
Drowning	query_1539	Drowning / Cause
Drowning	query_1540	Drowning / Pathophysiology
Drowning	query_1541	Drowning / Pathophysiology / Oxygen deprivation
Drowning	query_1542	Drowning / Pathophysiology / Water aspiration
Drowning	query_1543	Drowning / Pathophysiology / Cold water immersion
Drowning	query_1544	Drowning / Diagnosis
Drowning	query_1545	Drowning / Management
Drowning	query_1546	Drowning / Management / Surveillance
Drowning	query_1547	Drowning / Management / RID factors
Drowning	query_1548	Drowning / Epidemiology
Drowning	query_1549	Drowning / Epidemiology / United States
Drowning	query_1550	Drowning / Capital punishment
Tap water	query_1551	Tap water / Background
Tap water	query_1552	Tap water / Potable water supply
Tap water	query_1553	Tap water / Hot water supply
Tap water	query_1554	Tap water / Fixtures and appliances
Tap water	query_1555	Tap water / Fittings and valves
Tap water	query_1556	Tap water / Materials
Tap water	query_1557	Tap water / Materials / Plastic
Tap water	query_1558	Tap water / Materials / Metals
Tap water	query_1559	Tap water / Materials / Metals / Lead pipes
Tap water	query_1560	Tap water / Regulation and compliance
Tap water	query_1561	Tap water / Regulation and compliance / United States
Tap water	query_1562	Tap water / Wastewater
Tap water	query_1563	Tap water / Water flow reduction
Tap water	query_1564	Tap water / Comparison to bottled water
Egg white	query_1565	Egg white / Composition
Egg white	query_1566	Egg white / Foam
Egg white	query_1567	Egg white / Foam / Stabilizing foam for culinary purposes
Egg white	query_1568	Egg white / Foam / Stabilizing foam for culinary purposes / Copper bowl
Egg white	query_1569	Egg white / Health issues
Egg white	query_1570	Egg white / Uses
Egg white	query_1571	Egg white / Works cited
Bycatch	query_1572	Bycatch / Examples
Bycatch	query_1573	Bycatch / Examples / Recreational fishing
Bycatch	query_1574	Bycatch / Examples / Shrimp trawling
Bycatch	query_1575	Bycatch / Examples / Cetacean
Bycatch	query_1576	Bycatch / Examples / Albatross
Bycatch	query_1577	Bycatch / Examples / Sea turtles
Bycatch	query_1578	Bycatch / Mitigation
Bycatch	query_1579	Bycatch / Alternative to release
Bycatch	query_1580	Bycatch / Non-fisheries bycatch
Coffeehouse	query_1581	Coffeehouse / History
Coffeehouse	query_1582	Coffeehouse / History / Etymology
Coffeehouse	query_1583	Coffeehouse / Europe
Coffeehouse	query_1584	Coffeehouse / Europe / Current usage
Coffeehouse	query_1585	Coffeehouse / United States
Coffeehouse	query_1586	Coffeehouse / Format
Coffeehouse	query_1587	Coffeehouse / Format / Variations
Coffeehouse	query_1588	Coffeehouse / Format / Variations / Middle East
Coffeehouse	query_1589	Coffeehouse / Format / Variations / Asia
Coffeehouse	query_1590	Coffeehouse / Format / Variations / Oceania
Coffeehouse	query_1591	Coffeehouse / Format / Variations / Egypt and Ethiopia
Coffeehouse	query_1592	Coffeehouse / Espresso bar
Coffeehouse	query_1593	Coffeehouse / Espresso bar / Espresso bars in the United Kingdom
Wedding cake	query_1594	Wedding cake / Basic information
Wedding cake	query_1595	Wedding cake / History
Wedding cake	query_1596	Wedding cake / History / Pre-18th century history
Wedding cake	query_1597	Wedding cake / History / Later history
Wedding cake	query_1598	Wedding cake / Symbolism
Wedding cake	query_1599	Wedding cake / Superstitions
Wedding cake	query_1600	Wedding cake / Types of wedding cakes
Wedding cake	query_1601	Wedding cake / Modern adaptations
Condensed milk	query_1602	Condensed milk / History
Condensed milk	query_1603	Condensed milk / Production
Condensed milk	query_1604	Condensed milk / Current use
Condensed milk	query_1605	Condensed milk / Substitutions
Temporary work	query_1606	Temporary work / History
Temporary work	query_1607	Temporary work / Post-Fordism
Temporary work	query_1608	Temporary work / Agencies
Temporary work	query_1609	Temporary work / Agencies / Benefits for client firms
Temporary work	query_1610	Temporary work / Agencies / Growth of temporary staffing
Temporary work	query_1611	Temporary work / Agencies / Abuse in the temporary staffing industry
Temporary work	query_1612	Temporary work / Pros and cons
Temporary work	query_1613	Temporary work / Pros and cons / Pros
Temporary work	query_1614	Temporary work / Pros and cons / Cons
Temporary work	query_1615	Temporary work / Legal issues
Temporary work	query_1616	Temporary work / External links and further reading
Marzipan	query_1617	Marzipan / Around the world
Marzipan	query_1618	Marzipan / Around the world / Southern Europe
Marzipan	query_1619	Marzipan / Around the world / Northern Europe
Marzipan	query_1620	Marzipan / Around the world / Middle East
Marzipan	query_1621	Marzipan / Around the world / The Americas
Marzipan	query_1622	Marzipan / Around the world / Asia
Marzipan	query_1623	Marzipan / History
Marzipan	query_1624	Marzipan / History / Northeast Mediterranean line
Marzipan	query_1625	Marzipan / History / Iberian Peninsula line
Marzipan	query_1626	Marzipan / Variations
Marzipan	query_1627	Marzipan / Etymology
Marzipan	query_1628	Marzipan / Production
Marzipan	query_1629	Marzipan / Science
Marzipan	query_1630	Marzipan / Science / Molecular composition
Marzipan	query_1631	Marzipan / Science / Physical Structure
Jerusalem artichoke	query_1632	Jerusalem artichoke / Description
Jerusalem artichoke	query_1633	Jerusalem artichoke / Food use
Jerusalem artichoke	query_1634	Jerusalem artichoke / Etymology
Jerusalem artichoke	query_1635	Jerusalem artichoke / History
Jerusalem artichoke	query_1636	Jerusalem artichoke / Cultivation and use
Jerusalem artichoke	query_1637	Jerusalem artichoke / Cultivation and use / Liquor
Jerusalem artichoke	query_1638	Jerusalem artichoke / Pyramid scheme
Fight-or-flight response	query_1639	Fight-or-flight response / Physiology
Fight-or-flight response	query_1640	Fight-or-flight response / Physiology / Autonomic nervous system
Fight-or-flight response	query_1641	Fight-or-flight response / Physiology / Autonomic nervous system / Sympathetic nervous system
Fight-or-flight response	query_1642	Fight-or-flight response / Physiology / Autonomic nervous system / Parasympathetic nervous system
Fight-or-flight response	query_1643	Fight-or-flight response / Physiology / Reaction
Fight-or-flight response	query_1644	Fight-or-flight response / Physiology / Function of physiological changes
Fight-or-flight response	query_1645	Fight-or-flight response / Emotional components
Fight-or-flight response	query_1646	Fight-or-flight response / Emotional components / Emotion regulation
Fight-or-flight response	query_1647	Fight-or-flight response / Emotional components / Emotional reactivity
Fight-or-flight response	query_1648	Fight-or-flight response / Cognitive components
Fight-or-flight response	query_1649	Fight-or-flight response / Cognitive components / Content specificity
Fight-or-flight response	query_1650	Fight-or-flight response / Cognitive components / Perception of control
Fight-or-flight response	query_1651	Fight-or-flight response / Cognitive components / Social information processing
Fight-or-flight response	query_1652	Fight-or-flight response / Other animals
Fight-or-flight response	query_1653	Fight-or-flight response / Other animals / Evolutionary perspective
Fight-or-flight response	query_1654	Fight-or-flight response / Other animals / Examples
Fight-or-flight response	query_1655	Fight-or-flight response / Other animals / Varieties of responses
Disinfectant	query_1656	Disinfectant / Properties
Disinfectant	query_1657	Disinfectant / Types
Disinfectant	query_1658	Disinfectant / Types / Air disinfectants
Disinfectant	query_1659	Disinfectant / Types / Alcohols
Disinfectant	query_1660	Disinfectant / Types / Aldehydes
Disinfectant	query_1661	Disinfectant / Types / Oxidizing agents
Disinfectant	query_1662	Disinfectant / Types / Phenolics
Disinfectant	query_1663	Disinfectant / Types / Quaternary ammonium compounds
Disinfectant	query_1664	Disinfectant / Types / Silver
Disinfectant	query_1665	Disinfectant / Types / Copper alloy surfaces
Disinfectant	query_1666	Disinfectant / Types / Thymol-based disinfectant
Disinfectant	query_1667	Disinfectant / Measurements of effectiveness
Disinfectant	query_1668	Disinfectant / Home disinfectants
Overfishing	query_1669	Overfishing / Global overfishing
Overfishing	query_1670	Overfishing / Examples of overfishing
Overfishing	query_1671	Overfishing / Examples of overfishing / Examples of good fisheries management
Overfishing	query_1672	Overfishing / Consequences
Overfishing	query_1673	Overfishing / Types
Overfishing	query_1674	Overfishing / Types / Growth overfishing
Overfishing	query_1675	Overfishing / Types / Recruitment overfishing
Overfishing	query_1676	Overfishing / Types / Ecosystem overfishing
Overfishing	query_1677	Overfishing / Acceptable levels
Overfishing	query_1678	Overfishing / Acceptable levels / Harvest control rule
Overfishing	query_1679	Overfishing / Acceptable levels / Input and output orientations
Overfishing	query_1680	Overfishing / Mitigation
Overfishing	query_1681	Overfishing / Mitigation / Government regulation
Overfishing	query_1682	Overfishing / Mitigation / Removal of subsidies
Overfishing	query_1683	Overfishing / Mitigation / Minimizing fishing impact
Overfishing	query_1684	Overfishing / Mitigation / Aquaculture
Overfishing	query_1685	Overfishing / Mitigation / Consumer awareness
Overfishing	query_1686	Overfishing / Mitigation / Awareness in the fishing community
Overfishing	query_1687	Overfishing / Barriers to effective fishery management
Theory of mind	query_1688	Theory of mind / Definition
Theory of mind	query_1689	Theory of mind / Philosophical and psychological roots
Theory of mind	query_1690	Theory of mind / Development
Theory of mind	query_1691	Theory of mind / Development / Language
Theory of mind	query_1692	Theory of mind / Empirical investigation
Theory of mind	query_1693	Theory of mind / Empirical investigation / False-belief task
Theory of mind	query_1694	Theory of mind / Empirical investigation / Unexpected contents
Theory of mind	query_1695	Theory of mind / Empirical investigation / Other tasks
Theory of mind	query_1696	Theory of mind / Empirical investigation / Early precursors
Theory of mind	query_1697	Theory of mind / Deficits
Theory of mind	query_1698	Theory of mind / Deficits / Autism
Theory of mind	query_1699	Theory of mind / Deficits / Schizophrenia
Theory of mind	query_1700	Theory of mind / Deficits / Alcohol use disorders
Theory of mind	query_1701	Theory of mind / Deficits / Depression and dysphoria
Theory of mind	query_1702	Theory of mind / Deficits / Specific language impairment
Theory of mind	query_1703	Theory of mind / Brain mechanisms
Theory of mind	query_1704	Theory of mind / Brain mechanisms / In typically developing humans
Theory of mind	query_1705	Theory of mind / Brain mechanisms / In autism
Theory of mind	query_1706	Theory of mind / Brain mechanisms / In schizophrenia
Theory of mind	query_1707	Theory of mind / Practical validity
Theory of mind	query_1708	Theory of mind / Non-human
Unfree labour	query_1709	Unfree labour / Payment for unfree labour
Unfree labour	query_1710	Unfree labour / Forms
Unfree labour	query_1711	Unfree labour / Forms / Slavery
Unfree labour	query_1712	Unfree labour / Forms / Indentured and bonded labour
Unfree labour	query_1713	Unfree labour / Forms / Penal labour
Unfree labour	query_1714	Unfree labour / Forms / Penal labour / Prison labour
Unfree labour	query_1715	Unfree labour / Forms / Penal labour / Labour camps
Unfree labour	query_1716	Unfree labour / Forms / Truck system
Unfree labour	query_1717	Unfree labour / Forms / Corvée
Unfree labour	query_1718	Unfree labour / Forms / Corvée / Vetti-chakiri
Unfree labour	query_1719	Unfree labour / Forms / Conscription
Unfree labour	query_1720	Unfree labour / Trafficking
Unfree labour	query_1721	Unfree labour / The present situation
Unfree labour	query_1722	Unfree labour / International conventions
Coffee	query_1723	Coffee / Etymology
Coffee	query_1724	Coffee / History
Coffee	query_1725	Coffee / History / Legendary accounts
Coffee	query_1726	Coffee / History / Historical transmission
Coffee	query_1727	Coffee / Biology
Coffee	query_1728	Coffee / Cultivation
Coffee	query_1729	Coffee / Cultivation / Ecological effects
Coffee	query_1730	Coffee / Production
Coffee	query_1731	Coffee / Processing
Coffee	query_1732	Coffee / Processing / Roasting
Coffee	query_1733	Coffee / Processing / Grading roasted beans
Coffee	query_1734	Coffee / Processing / Roast characteristics
Coffee	query_1735	Coffee / Processing / Decaffeination
Coffee	query_1736	Coffee / Processing / Storage
Coffee	query_1737	Coffee / Processing / Brewing
Coffee	query_1738	Coffee / Processing / Nutrition
Coffee	query_1739	Coffee / Processing / Serving
Coffee	query_1740	Coffee / Processing / Instant coffee
Coffee	query_1741	Coffee / Sale and distribution
Coffee	query_1742	Coffee / Sale and distribution / Commodity market
Coffee	query_1743	Coffee / Health and pharmacology
Coffee	query_1744	Coffee / Health and pharmacology / Method of action
Coffee	query_1745	Coffee / Health and pharmacology / Health effects
Coffee	query_1746	Coffee / Health and pharmacology / Health effects / Mortality
Coffee	query_1747	Coffee / Health and pharmacology / Health effects / Cardiovascular disease
Coffee	query_1748	Coffee / Health and pharmacology / Health effects / Mental health
Coffee	query_1749	Coffee / Health and pharmacology / Health effects / Type II diabetes
Coffee	query_1750	Coffee / Health and pharmacology / Health effects / Cancer
Coffee	query_1751	Coffee / Health and pharmacology / Health effects / Risks
Coffee	query_1752	Coffee / Health and pharmacology / Caffeine content
Coffee	query_1753	Coffee / Coffeehouses
Coffee	query_1754	Coffee / Social and culture
Coffee	query_1755	Coffee / Social and culture / Break
Coffee	query_1756	Coffee / Social and culture / Prohibition
Coffee	query_1757	Coffee / Social and culture / Fair trade
Coffee	query_1758	Coffee / Social and culture / Folklore and culture
Coffee	query_1759	Coffee / Social and culture / Economic impacts
Coffee	query_1760	Coffee / Social and culture / Competition
Inflammatory bowel disease	query_1761	Inflammatory bowel disease / Classification
Inflammatory bowel disease	query_1762	Inflammatory bowel disease / Signs and symptoms
Inflammatory bowel disease	query_1763	Inflammatory bowel disease / Causes
Inflammatory bowel disease	query_1764	Inflammatory bowel disease / Causes / Microbiota
Inflammatory bowel disease	query_1765	Inflammatory bowel disease / Causes / Breach of intestinal barrier
Inflammatory bowel disease	query_1766	Inflammatory bowel disease / Causes / Diet
Inflammatory bowel disease	query_1767	Inflammatory bowel disease / Causes / Genetics
Inflammatory bowel disease	query_1768	Inflammatory bowel disease / Diagnosis
Inflammatory bowel disease	query_1769	Inflammatory bowel disease / Diagnosis / Differential diagnosis
Inflammatory bowel disease	query_1770	Inflammatory bowel disease / Treatment
Inflammatory bowel disease	query_1771	Inflammatory bowel disease / Treatment / Surgery
Inflammatory bowel disease	query_1772	Inflammatory bowel disease / Treatment / Medical therapies
Inflammatory bowel disease	query_1773	Inflammatory bowel disease / Treatment / Nutritional and dietetic therapies
Inflammatory bowel disease	query_1774	Inflammatory bowel disease / Treatment / Microbiome
Inflammatory bowel disease	query_1775	Inflammatory bowel disease / Treatment / Alternative medicine
Inflammatory bowel disease	query_1776	Inflammatory bowel disease / Treatment / Novel approaches
Inflammatory bowel disease	query_1777	Inflammatory bowel disease / Prognosis
Inflammatory bowel disease	query_1778	Inflammatory bowel disease / Epidemiology
Inflammatory bowel disease	query_1779	Inflammatory bowel disease / Research
Contact dermatitis	query_1780	Contact dermatitis / Signs and symptoms
Contact dermatitis	query_1781	Contact dermatitis / Causes
Contact dermatitis	query_1782	Contact dermatitis / Causes / Irritant contact dermatitis
Contact dermatitis	query_1783	Contact dermatitis / Causes / Allergic contact dermatitis
Contact dermatitis	query_1784	Contact dermatitis / Causes / Photocontact dermatitis
Contact dermatitis	query_1785	Contact dermatitis / Diagnosis
Contact dermatitis	query_1786	Contact dermatitis / Prevention
Contact dermatitis	query_1787	Contact dermatitis / Treatment
Contact dermatitis	query_1788	Contact dermatitis / Treatment / Self-care
